"","total","pacotes","custo"
"32911",4035,807,3228
"32912",5325,1065,4260
"32913",5480,1096,4384
"32914",4405,881,3524
"32915",7695,1539,6156
"32916",5055,1011,4044
"32917",4155,831,3324
"32918",6410,1282,5128
"32919",5050,1010,4040
"32920",5285,1057,4228
"32921",4565,913,3652
"32922",4220,844,3376
"32923",5615,1123,4492
"32924",4355,871,3484
"32925",6285,1257,5028
"32926",4675,935,3740
"32927",5095,1019,4076
"32928",4970,994,3976
"32929",4195,839,3356
"32930",3985,797,3188
"32931",4270,854,3416
"32932",4275,855,3420
"32933",4800,960,3840
"32934",4005,801,3204
"32935",4300,860,3440
"32936",4625,925,3700
"32937",4290,858,3432
"32938",5320,1064,4256
"32939",4160,832,3328
"32940",4075,815,3260
"32941",4600,920,3680
"32942",7545,1509,6036
"32943",4475,895,3580
"32944",6305,1261,5044
"32945",4250,850,3400
"32946",4630,926,3704
"32947",4005,801,3204
"32948",3890,778,3112
"32949",4710,942,3768
"32950",5870,1174,4696
"32951",4900,980,3920
"32952",3710,742,2968
"32953",5465,1093,4372
"32954",4920,984,3936
"32955",4330,866,3464
"32956",3235,647,2588
"32957",4990,998,3992
"32958",3385,677,2708
"32959",4205,841,3364
"32960",4495,899,3596
"32961",4100,820,3280
"32962",5790,1158,4632
"32963",4100,820,3280
"32964",4270,854,3416
"32965",6655,1331,5324
"32966",4360,872,3488
"32967",4555,911,3644
"32968",4360,872,3488
"32969",5165,1033,4132
"32970",4890,978,3912
"32971",4455,891,3564
"32972",6290,1258,5032
"32973",4680,936,3744
"32974",4305,861,3444
"32975",4760,952,3808
"32976",4575,915,3660
"32977",3930,786,3144
"32978",4145,829,3316
"32979",5025,1005,4020
"32980",4250,850,3400
"32981",4090,818,3272
"32982",4505,901,3604
"32983",4220,844,3376
"32984",5840,1168,4672
"32985",5260,1052,4208
"32986",3970,794,3176
"32987",4015,803,3212
"32988",5180,1036,4144
"32989",3665,733,2932
"32990",4215,843,3372
"32991",3800,760,3040
"32992",4210,842,3368
"32993",3660,732,2928
"32994",4350,870,3480
"32995",4960,992,3968
"32996",3740,748,2992
"32997",3950,790,3160
"32998",3650,730,2920
"32999",5405,1081,4324
"33000",4660,932,3728
"33001",4135,827,3308
"33002",5080,1016,4064
"33003",4370,874,3496
"33004",4520,904,3616
"33005",4870,974,3896
"33006",4810,962,3848
"33007",5720,1144,4576
"33008",4655,931,3724
"33009",6965,1393,5572
"33010",4980,996,3984
"33011",3825,765,3060
"33012",4025,805,3220
"33013",4300,860,3440
"33014",5895,1179,4716
"33015",5165,1033,4132
"33016",4785,957,3828
"33017",6390,1278,5112
"33018",3890,778,3112
"33019",4405,881,3524
"33020",4095,819,3276
"33021",6275,1255,5020
"33022",4715,943,3772
"33023",2975,595,2380
"33024",5715,1143,4572
"33025",4540,908,3632
"33026",7965,1593,6372
"33027",5260,1052,4208
"33028",4685,937,3748
"33029",3840,768,3072
"33030",4930,986,3944
"33031",5245,1049,4196
"33032",4570,914,3656
"33033",4985,997,3988
"33034",4715,943,3772
"33035",4450,890,3560
"33036",4585,917,3668
"33037",4870,974,3896
"33038",4120,824,3296
"33039",5335,1067,4268
"33040",4500,900,3600
"33041",4405,881,3524
"33042",3785,757,3028
"33043",4855,971,3884
"33044",4420,884,3536
"33045",4335,867,3468
"33046",3315,663,2652
"33047",7455,1491,5964
"33048",4140,828,3312
"33049",3765,753,3012
"33050",4275,855,3420
"33051",5380,1076,4304
"33052",4715,943,3772
"33053",5325,1065,4260
"33054",4565,913,3652
"33055",6665,1333,5332
"33056",4380,876,3504
"33057",4870,974,3896
"33058",5315,1063,4252
"33059",4170,834,3336
"33060",3555,711,2844
"33061",3695,739,2956
"33062",4960,992,3968
"33063",5460,1092,4368
"33064",4580,916,3664
"33065",5115,1023,4092
"33066",4855,971,3884
"33067",5720,1144,4576
"33068",5565,1113,4452
"33069",4225,845,3380
"33070",4815,963,3852
"33071",4460,892,3568
"33072",4655,931,3724
"33073",3710,742,2968
"33074",5240,1048,4192
"33075",4340,868,3472
"33076",5050,1010,4040
"33077",4775,955,3820
"33078",4520,904,3616
"33079",3930,786,3144
"33080",6120,1224,4896
"33081",5605,1121,4484
"33082",3815,763,3052
"33083",4780,956,3824
"33084",4115,823,3292
"33085",4915,983,3932
"33086",4215,843,3372
"33087",3720,744,2976
"33088",4195,839,3356
"33089",6040,1208,4832
"33090",4220,844,3376
"33091",5705,1141,4564
"33092",4165,833,3332
"33093",3705,741,2964
"33094",6195,1239,4956
"33095",4500,900,3600
"33096",4520,904,3616
"33097",3990,798,3192
"33098",4590,918,3672
"33099",4060,812,3248
"33100",3910,782,3128
"33101",4815,963,3852
"33102",4275,855,3420
"33103",3785,757,3028
"33104",4555,911,3644
"33105",5425,1085,4340
"33106",3810,762,3048
"33107",4685,937,3748
"33108",5500,1100,4400
"33109",4225,845,3380
"33110",4325,865,3460
"33111",3545,709,2836
"33112",4655,931,3724
"33113",4340,868,3472
"33114",5125,1025,4100
"33115",3985,797,3188
"33116",4450,890,3560
"33117",5130,1026,4104
"33118",4360,872,3488
"33119",3920,784,3136
"33120",4025,805,3220
"33121",4440,888,3552
"33122",4270,854,3416
"33123",5430,1086,4344
"33124",5525,1105,4420
"33125",4000,800,3200
"33126",4165,833,3332
"33127",3820,764,3056
"33128",4180,836,3344
"33129",5305,1061,4244
"33130",4420,884,3536
"33131",4945,989,3956
"33132",4385,877,3508
"33133",4445,889,3556
"33134",4525,905,3620
"33135",4860,972,3888
"33136",5285,1057,4228
"33137",3765,753,3012
"33138",8115,1623,6492
"33139",3725,745,2980
"33140",5805,1161,4644
"33141",3955,791,3164
"33142",4690,938,3752
"33143",3470,694,2776
"33144",3970,794,3176
"33145",7245,1449,5796
"33146",4865,973,3892
"33147",5225,1045,4180
"33148",4200,840,3360
"33149",4765,953,3812
"33150",3605,721,2884
"33151",4315,863,3452
"33152",5020,1004,4016
"33153",5020,1004,4016
"33154",4305,861,3444
"33155",5100,1020,4080
"33156",5025,1005,4020
"33157",5130,1026,4104
"33158",4700,940,3760
"33159",4050,810,3240
"33160",4180,836,3344
"33161",5560,1112,4448
"33162",3705,741,2964
"33163",4310,862,3448
"33164",4095,819,3276
"33165",4105,821,3284
"33166",3520,704,2816
"33167",4690,938,3752
"33168",5090,1018,4072
"33169",5145,1029,4116
"33170",4250,850,3400
"33171",4180,836,3344
"33172",5065,1013,4052
"33173",4075,815,3260
"33174",4235,847,3388
"33175",4365,873,3492
"33176",6465,1293,5172
"33177",5760,1152,4608
"33178",5485,1097,4388
"33179",4400,880,3520
"33180",3785,757,3028
"33181",4415,883,3532
"33182",4410,882,3528
"33183",5350,1070,4280
"33184",5295,1059,4236
"33185",4180,836,3344
"33186",5110,1022,4088
"33187",6700,1340,5360
"33188",4795,959,3836
"33189",3805,761,3044
"33190",4005,801,3204
"33191",5220,1044,4176
"33192",3855,771,3084
"33193",3960,792,3168
"33194",5000,1000,4000
"33195",4470,894,3576
"33196",5965,1193,4772
"33197",5780,1156,4624
"33198",5630,1126,4504
"33199",4250,850,3400
"33200",4740,948,3792
"33201",4165,833,3332
"33202",3535,707,2828
"33203",5775,1155,4620
"33204",4775,955,3820
"33205",4480,896,3584
"33206",4035,807,3228
"33207",5255,1051,4204
"33208",5115,1023,4092
"33209",5295,1059,4236
"33210",4345,869,3476
"33211",5250,1050,4200
"33212",4020,804,3216
"33213",4545,909,3636
"33214",4745,949,3796
"33215",4820,964,3856
"33216",3645,729,2916
"33217",5205,1041,4164
"33218",4775,955,3820
"33219",5545,1109,4436
"33220",3775,755,3020
"33221",3865,773,3092
"33222",4700,940,3760
"33223",5190,1038,4152
"33224",5820,1164,4656
"33225",4150,830,3320
"33226",4610,922,3688
"33227",5230,1046,4184
"33228",5355,1071,4284
"33229",5360,1072,4288
"33230",8595,1719,6876
"33231",3890,778,3112
"33232",4675,935,3740
"33233",5500,1100,4400
"33234",4595,919,3676
"33235",5880,1176,4704
"33236",3805,761,3044
"33237",4485,897,3588
"33238",4285,857,3428
"33239",7795,1559,6236
"33240",4505,901,3604
"33241",4325,865,3460
"33242",4600,920,3680
"33243",5775,1155,4620
"33244",3480,696,2784
"33245",5590,1118,4472
"33246",3955,791,3164
"33247",5580,1116,4464
"33248",3925,785,3140
"33249",4950,990,3960
"33250",5640,1128,4512
"33251",4740,948,3792
"33252",5740,1148,4592
"33253",3725,745,2980
"33254",4420,884,3536
"33255",4195,839,3356
"33256",5030,1006,4024
"33257",8325,1665,6660
"33258",4130,826,3304
"33259",5695,1139,4556
"33260",3700,740,2960
"33261",4155,831,3324
"33262",4515,903,3612
"33263",5185,1037,4148
"33264",3915,783,3132
"33265",4905,981,3924
"33266",6160,1232,4928
"33267",4795,959,3836
"33268",4090,818,3272
"33269",5075,1015,4060
"33270",4730,946,3784
"33271",3700,740,2960
"33272",4485,897,3588
"33273",4575,915,3660
"33274",6580,1316,5264
"33275",4675,935,3740
"33276",4395,879,3516
"33277",4570,914,3656
"33278",5085,1017,4068
"33279",7620,1524,6096
"33280",4500,900,3600
"33281",6015,1203,4812
"33282",4285,857,3428
"33283",4270,854,3416
"33284",4385,877,3508
"33285",3790,758,3032
"33286",5505,1101,4404
"33287",5250,1050,4200
"33288",4570,914,3656
"33289",5820,1164,4656
"33290",5125,1025,4100
"33291",5230,1046,4184
"33292",3465,693,2772
"33293",6470,1294,5176
"33294",4640,928,3712
"33295",4835,967,3868
"33296",3365,673,2692
"33297",4965,993,3972
"33298",4410,882,3528
"33299",4015,803,3212
"33300",4450,890,3560
"33301",4790,958,3832
"33302",3510,702,2808
"33303",3980,796,3184
"33304",5020,1004,4016
"33305",4750,950,3800
"33306",4195,839,3356
"33307",5195,1039,4156
"33308",4185,837,3348
"33309",4005,801,3204
"33310",4515,903,3612
"33311",6075,1215,4860
"33312",4460,892,3568
"33313",3985,797,3188
"33314",5845,1169,4676
"33315",4885,977,3908
"33316",3485,697,2788
"33317",5250,1050,4200
"33318",5680,1136,4544
"33319",4435,887,3548
"33320",4140,828,3312
"33321",4055,811,3244
"33322",5185,1037,4148
"33323",4350,870,3480
"33324",4940,988,3952
"33325",3735,747,2988
"33326",4690,938,3752
"33327",4245,849,3396
"33328",4555,911,3644
"33329",5385,1077,4308
"33330",5705,1141,4564
"33331",4045,809,3236
"33332",5180,1036,4144
"33333",4225,845,3380
"33334",4315,863,3452
"33335",3855,771,3084
"33336",3670,734,2936
"33337",3745,749,2996
"33338",5280,1056,4224
"33339",4065,813,3252
"33340",4460,892,3568
"33341",4610,922,3688
"33342",6745,1349,5396
"33343",4965,993,3972
"33344",5310,1062,4248
"33345",3775,755,3020
"33346",3705,741,2964
"33347",4270,854,3416
"33348",4330,866,3464
"33349",4155,831,3324
"33350",4065,813,3252
"33351",5350,1070,4280
"33352",5235,1047,4188
"33353",3860,772,3088
"33354",4820,964,3856
"33355",4630,926,3704
"33356",4180,836,3344
"33357",3855,771,3084
"33358",4820,964,3856
"33359",5620,1124,4496
"33360",4945,989,3956
"33361",5455,1091,4364
"33362",3925,785,3140
"33363",3475,695,2780
"33364",5475,1095,4380
"33365",4470,894,3576
"33366",4250,850,3400
"33367",5525,1105,4420
"33368",3375,675,2700
"33369",5700,1140,4560
"33370",5410,1082,4328
"33371",5370,1074,4296
"33372",4485,897,3588
"33373",5270,1054,4216
"33374",4730,946,3784
"33375",4300,860,3440
"33376",4325,865,3460
"33377",3935,787,3148
"33378",3995,799,3196
"33379",5270,1054,4216
"33380",3890,778,3112
"33381",7185,1437,5748
"33382",3715,743,2972
"33383",5580,1116,4464
"33384",3650,730,2920
"33385",4815,963,3852
"33386",4890,978,3912
"33387",3850,770,3080
"33388",3285,657,2628
"33389",5090,1018,4072
"33390",3655,731,2924
"33391",4415,883,3532
"33392",3390,678,2712
"33393",6020,1204,4816
"33394",5485,1097,4388
"33395",5740,1148,4592
"33396",4900,980,3920
"33397",5045,1009,4036
"33398",5340,1068,4272
"33399",4050,810,3240
"33400",4710,942,3768
"33401",3490,698,2792
"33402",4255,851,3404
"33403",6325,1265,5060
"33404",6000,1200,4800
"33405",4925,985,3940
"33406",4375,875,3500
"33407",5990,1198,4792
"33408",5890,1178,4712
"33409",5075,1015,4060
"33410",4860,972,3888
"33411",4580,916,3664
"33412",5035,1007,4028
"33413",4685,937,3748
"33414",4620,924,3696
"33415",3870,774,3096
"33416",6285,1257,5028
"33417",5365,1073,4292
"33418",5040,1008,4032
"33419",4580,916,3664
"33420",4875,975,3900
"33421",3445,689,2756
"33422",4550,910,3640
"33423",5655,1131,4524
"33424",4410,882,3528
"33425",5320,1064,4256
"33426",4395,879,3516
"33427",3910,782,3128
"33428",4895,979,3916
"33429",5500,1100,4400
"33430",4095,819,3276
"33431",4810,962,3848
"33432",5020,1004,4016
"33433",6360,1272,5088
"33434",3875,775,3100
"33435",5050,1010,4040
"33436",4795,959,3836
"33437",5355,1071,4284
"33438",4470,894,3576
"33439",4130,826,3304
"33440",4390,878,3512
"33441",3660,732,2928
"33442",4365,873,3492
"33443",4265,853,3412
"33444",3890,778,3112
"33445",4185,837,3348
"33446",4710,942,3768
"33447",2945,589,2356
"33448",4235,847,3388
"33449",5105,1021,4084
"33450",3950,790,3160
"33451",5845,1169,4676
"33452",4475,895,3580
"33453",4455,891,3564
"33454",5815,1163,4652
"33455",3790,758,3032
"33456",8110,1622,6488
"33457",8245,1649,6596
"33458",4415,883,3532
"33459",4460,892,3568
"33460",4160,832,3328
"33461",5080,1016,4064
"33462",3980,796,3184
"33463",4115,823,3292
"33464",3680,736,2944
"33465",4975,995,3980
"33466",5850,1170,4680
"33467",3590,718,2872
"33468",4520,904,3616
"33469",3875,775,3100
"33470",5805,1161,4644
"33471",4195,839,3356
"33472",4230,846,3384
"33473",5875,1175,4700
"33474",4855,971,3884
"33475",3675,735,2940
"33476",4295,859,3436
"33477",4345,869,3476
"33478",4630,926,3704
"33479",3665,733,2932
"33480",6660,1332,5328
"33481",3900,780,3120
"33482",4365,873,3492
"33483",7880,1576,6304
"33484",6455,1291,5164
"33485",4610,922,3688
"33486",4605,921,3684
"33487",4410,882,3528
"33488",3910,782,3128
"33489",5450,1090,4360
"33490",4845,969,3876
"33491",6170,1234,4936
"33492",3405,681,2724
"33493",4055,811,3244
"33494",5330,1066,4264
"33495",6195,1239,4956
"33496",4370,874,3496
"33497",6300,1260,5040
"33498",4125,825,3300
"33499",4670,934,3736
"33500",6110,1222,4888
"33501",5505,1101,4404
"33502",5240,1048,4192
"33503",4420,884,3536
"33504",5245,1049,4196
"33505",4720,944,3776
"33506",4470,894,3576
"33507",3975,795,3180
"33508",4935,987,3948
"33509",3985,797,3188
"33510",6335,1267,5068
"33511",5860,1172,4688
"33512",5170,1034,4136
"33513",4430,886,3544
"33514",3625,725,2900
"33515",3970,794,3176
"33516",4345,869,3476
"33517",4190,838,3352
"33518",6105,1221,4884
"33519",3430,686,2744
"33520",4480,896,3584
"33521",3755,751,3004
"33522",5075,1015,4060
"33523",4395,879,3516
"33524",3985,797,3188
"33525",4430,886,3544
"33526",6040,1208,4832
"33527",4370,874,3496
"33528",4895,979,3916
"33529",4355,871,3484
"33530",4120,824,3296
"33531",4310,862,3448
"33532",6180,1236,4944
"33533",4600,920,3680
"33534",5880,1176,4704
"33535",3835,767,3068
"33536",4335,867,3468
"33537",4745,949,3796
"33538",4220,844,3376
"33539",4255,851,3404
"33540",5430,1086,4344
"33541",4650,930,3720
"33542",5825,1165,4660
"33543",5235,1047,4188
"33544",3835,767,3068
"33545",4670,934,3736
"33546",3795,759,3036
"33547",5005,1001,4004
"33548",4630,926,3704
"33549",5270,1054,4216
"33550",5365,1073,4292
"33551",5725,1145,4580
"33552",5780,1156,4624
"33553",5265,1053,4212
"33554",9150,1830,7320
"33555",4055,811,3244
"33556",4155,831,3324
"33557",4650,930,3720
"33558",4390,878,3512
"33559",5500,1100,4400
"33560",4950,990,3960
"33561",3475,695,2780
"33562",3700,740,2960
"33563",4190,838,3352
"33564",5010,1002,4008
"33565",4200,840,3360
"33566",6180,1236,4944
"33567",4860,972,3888
"33568",4360,872,3488
"33569",4300,860,3440
"33570",5100,1020,4080
"33571",4470,894,3576
"33572",4375,875,3500
"33573",6350,1270,5080
"33574",4875,975,3900
"33575",3745,749,2996
"33576",4370,874,3496
"33577",4300,860,3440
"33578",4870,974,3896
"33579",4500,900,3600
"33580",3905,781,3124
"33581",5015,1003,4012
"33582",4680,936,3744
"33583",4655,931,3724
"33584",4850,970,3880
"33585",4605,921,3684
"33586",5175,1035,4140
"33587",3515,703,2812
"33588",6150,1230,4920
"33589",5140,1028,4112
"33590",4140,828,3312
"33591",4550,910,3640
"33592",4740,948,3792
"33593",4390,878,3512
"33594",4430,886,3544
"33595",4685,937,3748
"33596",4130,826,3304
"33597",4410,882,3528
"33598",4155,831,3324
"33599",5295,1059,4236
"33600",3685,737,2948
"33601",10155,2031,8124
"33602",5230,1046,4184
"33603",3825,765,3060
"33604",4910,982,3928
"33605",4595,919,3676
"33606",4970,994,3976
"33607",4720,944,3776
"33608",3625,725,2900
"33609",4175,835,3340
"33610",6000,1200,4800
"33611",3720,744,2976
"33612",5275,1055,4220
"33613",4400,880,3520
"33614",4845,969,3876
"33615",4035,807,3228
"33616",4945,989,3956
"33617",4840,968,3872
"33618",4490,898,3592
"33619",5325,1065,4260
"33620",5075,1015,4060
"33621",4135,827,3308
"33622",5770,1154,4616
"33623",5780,1156,4624
"33624",3845,769,3076
"33625",4705,941,3764
"33626",4515,903,3612
"33627",4695,939,3756
"33628",4315,863,3452
"33629",4450,890,3560
"33630",5060,1012,4048
"33631",4355,871,3484
"33632",7350,1470,5880
"33633",4305,861,3444
"33634",4340,868,3472
"33635",4625,925,3700
"33636",3740,748,2992
"33637",4535,907,3628
"33638",3860,772,3088
"33639",4490,898,3592
"33640",4305,861,3444
"33641",6085,1217,4868
"33642",4045,809,3236
"33643",5435,1087,4348
"33644",4325,865,3460
"33645",4080,816,3264
"33646",5255,1051,4204
"33647",4365,873,3492
"33648",4070,814,3256
"33649",5065,1013,4052
"33650",4235,847,3388
"33651",6125,1225,4900
"33652",5330,1066,4264
"33653",5375,1075,4300
"33654",4210,842,3368
"33655",4520,904,3616
"33656",5110,1022,4088
"33657",4050,810,3240
"33658",6235,1247,4988
"33659",5075,1015,4060
"33660",5165,1033,4132
"33661",4825,965,3860
"33662",3645,729,2916
"33663",4795,959,3836
"33664",4295,859,3436
"33665",3790,758,3032
"33666",4095,819,3276
"33667",4435,887,3548
"33668",3895,779,3116
"33669",4695,939,3756
"33670",3950,790,3160
"33671",4975,995,3980
"33672",3405,681,2724
"33673",6230,1246,4984
"33674",4760,952,3808
"33675",5145,1029,4116
"33676",3900,780,3120
"33677",5190,1038,4152
"33678",5675,1135,4540
"33679",5835,1167,4668
"33680",5485,1097,4388
"33681",5980,1196,4784
"33682",5245,1049,4196
"33683",4340,868,3472
"33684",4645,929,3716
"33685",4330,866,3464
"33686",4875,975,3900
"33687",4270,854,3416
"33688",4575,915,3660
"33689",4025,805,3220
"33690",4010,802,3208
"33691",3900,780,3120
"33692",4010,802,3208
"33693",3880,776,3104
"33694",3500,700,2800
"33695",4630,926,3704
"33696",4920,984,3936
"33697",4035,807,3228
"33698",6460,1292,5168
"33699",4925,985,3940
"33700",5120,1024,4096
"33701",6395,1279,5116
"33702",5145,1029,4116
"33703",3860,772,3088
"33704",5780,1156,4624
"33705",4230,846,3384
"33706",5995,1199,4796
"33707",4940,988,3952
"33708",4330,866,3464
"33709",4075,815,3260
"33710",5170,1034,4136
"33711",4730,946,3784
"33712",5820,1164,4656
"33713",5710,1142,4568
"33714",3505,701,2804
"33715",4650,930,3720
"33716",4155,831,3324
"33717",5230,1046,4184
"33718",5585,1117,4468
"33719",3900,780,3120
"33720",3605,721,2884
"33721",3780,756,3024
"33722",5985,1197,4788
"33723",4480,896,3584
"33724",3870,774,3096
"33725",5040,1008,4032
"33726",3860,772,3088
"33727",5470,1094,4376
"33728",4325,865,3460
"33729",5270,1054,4216
"33730",7060,1412,5648
"33731",3640,728,2912
"33732",3955,791,3164
"33733",3590,718,2872
"33734",3950,790,3160
"33735",3810,762,3048
"33736",4190,838,3352
"33737",4390,878,3512
"33738",5415,1083,4332
"33739",3225,645,2580
"33740",3510,702,2808
"33741",4285,857,3428
"33742",3765,753,3012
"33743",4520,904,3616
"33744",4590,918,3672
"33745",5020,1004,4016
"33746",5795,1159,4636
"33747",4500,900,3600
"33748",4720,944,3776
"33749",4830,966,3864
"33750",4550,910,3640
"33751",4640,928,3712
"33752",3955,791,3164
"33753",3925,785,3140
"33754",4895,979,3916
"33755",4710,942,3768
"33756",4385,877,3508
"33757",4380,876,3504
"33758",3935,787,3148
"33759",4635,927,3708
"33760",4170,834,3336
"33761",5075,1015,4060
"33762",5100,1020,4080
"33763",4390,878,3512
"33764",4490,898,3592
"33765",4610,922,3688
"33766",4585,917,3668
"33767",4475,895,3580
"33768",4550,910,3640
"33769",5865,1173,4692
"33770",4175,835,3340
"33771",4340,868,3472
"33772",4265,853,3412
"33773",5055,1011,4044
"33774",4525,905,3620
"33775",4535,907,3628
"33776",4915,983,3932
"33777",5330,1066,4264
"33778",4490,898,3592
"33779",4730,946,3784
"33780",5790,1158,4632
"33781",5170,1034,4136
"33782",3405,681,2724
"33783",3780,756,3024
"33784",4660,932,3728
"33785",6885,1377,5508
"33786",3905,781,3124
"33787",4915,983,3932
"33788",5030,1006,4024
"33789",4885,977,3908
"33790",4610,922,3688
"33791",4295,859,3436
"33792",4570,914,3656
"33793",4520,904,3616
"33794",5580,1116,4464
"33795",3850,770,3080
"33796",4880,976,3904
"33797",4510,902,3608
"33798",5080,1016,4064
"33799",4145,829,3316
"33800",8415,1683,6732
"33801",4735,947,3788
"33802",6025,1205,4820
"33803",4910,982,3928
"33804",3565,713,2852
"33805",4550,910,3640
"33806",4460,892,3568
"33807",4790,958,3832
"33808",6185,1237,4948
"33809",3780,756,3024
"33810",4480,896,3584
"33811",4550,910,3640
"33812",5065,1013,4052
"33813",5470,1094,4376
"33814",4560,912,3648
"33815",4640,928,3712
"33816",3860,772,3088
"33817",7325,1465,5860
"33818",4715,943,3772
"33819",5120,1024,4096
"33820",4865,973,3892
"33821",5530,1106,4424
"33822",4050,810,3240
"33823",4265,853,3412
"33824",5610,1122,4488
"33825",4675,935,3740
"33826",5365,1073,4292
"33827",5195,1039,4156
"33828",4580,916,3664
"33829",4765,953,3812
"33830",4840,968,3872
"33831",4845,969,3876
"33832",3730,746,2984
"33833",3740,748,2992
"33834",6770,1354,5416
"33835",9000,1800,7200
"33836",4915,983,3932
"33837",4975,995,3980
"33838",5145,1029,4116
"33839",4635,927,3708
"33840",3780,756,3024
"33841",4575,915,3660
"33842",5905,1181,4724
"33843",4320,864,3456
"33844",4530,906,3624
"33845",5870,1174,4696
"33846",4740,948,3792
"33847",4200,840,3360
"33848",4375,875,3500
"33849",5160,1032,4128
"33850",5735,1147,4588
"33851",5830,1166,4664
"33852",4890,978,3912
"33853",6030,1206,4824
"33854",4850,970,3880
"33855",3680,736,2944
"33856",4540,908,3632
"33857",5805,1161,4644
"33858",5315,1063,4252
"33859",4400,880,3520
"33860",3855,771,3084
"33861",7175,1435,5740
"33862",4270,854,3416
"33863",3955,791,3164
"33864",5585,1117,4468
"33865",4200,840,3360
"33866",3850,770,3080
"33867",4375,875,3500
"33868",4450,890,3560
"33869",4295,859,3436
"33870",4500,900,3600
"33871",3885,777,3108
"33872",5695,1139,4556
"33873",6325,1265,5060
"33874",3910,782,3128
"33875",4525,905,3620
"33876",4385,877,3508
"33877",3350,670,2680
"33878",4205,841,3364
"33879",5220,1044,4176
"33880",4480,896,3584
"33881",4435,887,3548
"33882",4570,914,3656
"33883",4410,882,3528
"33884",4125,825,3300
"33885",7350,1470,5880
"33886",4900,980,3920
"33887",4790,958,3832
"33888",4390,878,3512
"33889",3610,722,2888
"33890",3485,697,2788
"33891",4810,962,3848
"33892",4300,860,3440
"33893",5615,1123,4492
"33894",3625,725,2900
"33895",5155,1031,4124
"33896",5530,1106,4424
"33897",6990,1398,5592
"33898",4855,971,3884
"33899",5110,1022,4088
"33900",4755,951,3804
"33901",4405,881,3524
"33902",3825,765,3060
"33903",5905,1181,4724
"33904",4005,801,3204
"33905",4835,967,3868
"33906",4260,852,3408
"33907",4785,957,3828
"33908",5450,1090,4360
"33909",3430,686,2744
"33910",4015,803,3212
"33911",4525,905,3620
"33912",4245,849,3396
"33913",4725,945,3780
"33914",5675,1135,4540
"33915",5420,1084,4336
"33916",5095,1019,4076
"33917",4270,854,3416
"33918",4555,911,3644
"33919",5680,1136,4544
"33920",4195,839,3356
"33921",4085,817,3268
"33922",4780,956,3824
"33923",4490,898,3592
"33924",5075,1015,4060
"33925",4870,974,3896
"33926",4465,893,3572
"33927",4120,824,3296
"33928",4460,892,3568
"33929",4380,876,3504
"33930",4030,806,3224
"33931",3315,663,2652
"33932",5185,1037,4148
"33933",4815,963,3852
"33934",5805,1161,4644
"33935",4655,931,3724
"33936",5740,1148,4592
"33937",3655,731,2924
"33938",4680,936,3744
"33939",4830,966,3864
"33940",5045,1009,4036
"33941",4775,955,3820
"33942",4580,916,3664
"33943",4745,949,3796
"33944",6320,1264,5056
"33945",4595,919,3676
"33946",5375,1075,4300
"33947",4470,894,3576
"33948",5580,1116,4464
"33949",4570,914,3656
"33950",4380,876,3504
"33951",3380,676,2704
"33952",4305,861,3444
"33953",4770,954,3816
"33954",5745,1149,4596
"33955",4385,877,3508
"33956",5245,1049,4196
"33957",5515,1103,4412
"33958",3780,756,3024
"33959",3460,692,2768
"33960",4370,874,3496
"33961",3840,768,3072
"33962",3990,798,3192
"33963",4375,875,3500
"33964",5160,1032,4128
"33965",4025,805,3220
"33966",4020,804,3216
"33967",4805,961,3844
"33968",3940,788,3152
"33969",5295,1059,4236
"33970",5690,1138,4552
"33971",3960,792,3168
"33972",5010,1002,4008
"33973",6880,1376,5504
"33974",4745,949,3796
"33975",4430,886,3544
"33976",5160,1032,4128
"33977",4625,925,3700
"33978",3135,627,2508
"33979",4215,843,3372
"33980",4165,833,3332
"33981",4865,973,3892
"33982",4715,943,3772
"33983",4295,859,3436
"33984",4410,882,3528
"33985",5730,1146,4584
"33986",3440,688,2752
"33987",6200,1240,4960
"33988",4770,954,3816
"33989",4220,844,3376
"33990",4540,908,3632
"33991",3940,788,3152
"33992",6625,1325,5300
"33993",5665,1133,4532
"33994",4365,873,3492
"33995",5125,1025,4100
"33996",4185,837,3348
"33997",3995,799,3196
"33998",4775,955,3820
"33999",4375,875,3500
"34000",4910,982,3928
"34001",5235,1047,4188
"34002",8025,1605,6420
"34003",4155,831,3324
"34004",4835,967,3868
"34005",4420,884,3536
"34006",4870,974,3896
"34007",4680,936,3744
"34008",4365,873,3492
"34009",5670,1134,4536
"34010",4050,810,3240
"34011",4495,899,3596
"34012",4655,931,3724
"34013",5905,1181,4724
"34014",3830,766,3064
"34015",5055,1011,4044
"34016",4425,885,3540
"34017",5185,1037,4148
"34018",4975,995,3980
"34019",3935,787,3148
"34020",5110,1022,4088
"34021",3735,747,2988
"34022",5765,1153,4612
"34023",5340,1068,4272
"34024",5740,1148,4592
"34025",3710,742,2968
"34026",5225,1045,4180
"34027",4700,940,3760
"34028",5185,1037,4148
"34029",5330,1066,4264
"34030",4255,851,3404
"34031",3940,788,3152
"34032",4920,984,3936
"34033",3885,777,3108
"34034",4005,801,3204
"34035",4920,984,3936
"34036",4250,850,3400
"34037",4840,968,3872
"34038",4575,915,3660
"34039",4645,929,3716
"34040",5665,1133,4532
"34041",4440,888,3552
"34042",4505,901,3604
"34043",3580,716,2864
"34044",4650,930,3720
"34045",4755,951,3804
"34046",4245,849,3396
