"","total","pacotes","custo"
"87769",5895,1179,4716
"87770",4830,966,3864
"87771",4560,912,3648
"87772",4560,912,3648
"87773",4065,813,3252
"87774",4455,891,3564
"87775",4290,858,3432
"87776",5780,1156,4624
"87777",4805,961,3844
"87778",5200,1040,4160
"87779",7420,1484,5936
"87780",5175,1035,4140
"87781",4415,883,3532
"87782",5180,1036,4144
"87783",6235,1247,4988
"87784",6295,1259,5036
"87785",4145,829,3316
"87786",4990,998,3992
"87787",3595,719,2876
"87788",4765,953,3812
"87789",5095,1019,4076
"87790",3460,692,2768
"87791",5880,1176,4704
"87792",5290,1058,4232
"87793",4245,849,3396
"87794",4905,981,3924
"87795",4215,843,3372
"87796",4440,888,3552
"87797",5465,1093,4372
"87798",4180,836,3344
"87799",5535,1107,4428
"87800",6720,1344,5376
"87801",5280,1056,4224
"87802",5175,1035,4140
"87803",4390,878,3512
"87804",4280,856,3424
"87805",4680,936,3744
"87806",4540,908,3632
"87807",4540,908,3632
"87808",4940,988,3952
"87809",5430,1086,4344
"87810",3645,729,2916
"87811",4825,965,3860
"87812",3980,796,3184
"87813",5665,1133,4532
"87814",6200,1240,4960
"87815",4485,897,3588
"87816",5925,1185,4740
"87817",4705,941,3764
"87818",4040,808,3232
"87819",4460,892,3568
"87820",4375,875,3500
"87821",4365,873,3492
"87822",4240,848,3392
"87823",4400,880,3520
"87824",4145,829,3316
"87825",4575,915,3660
"87826",4975,995,3980
"87827",3610,722,2888
"87828",5235,1047,4188
"87829",3710,742,2968
"87830",5340,1068,4272
"87831",3345,669,2676
"87832",4275,855,3420
"87833",4290,858,3432
"87834",3645,729,2916
"87835",4440,888,3552
"87836",3670,734,2936
"87837",5290,1058,4232
"87838",4970,994,3976
"87839",4415,883,3532
"87840",3700,740,2960
"87841",3465,693,2772
"87842",5180,1036,4144
"87843",3880,776,3104
"87844",4530,906,3624
"87845",4845,969,3876
"87846",6960,1392,5568
"87847",4610,922,3688
"87848",3750,750,3000
"87849",5520,1104,4416
"87850",3705,741,2964
"87851",5740,1148,4592
"87852",4885,977,3908
"87853",5885,1177,4708
"87854",5250,1050,4200
"87855",5115,1023,4092
"87856",3490,698,2792
"87857",4530,906,3624
"87858",4550,910,3640
"87859",5105,1021,4084
"87860",4370,874,3496
"87861",5810,1162,4648
"87862",4200,840,3360
"87863",5375,1075,4300
"87864",5005,1001,4004
"87865",4080,816,3264
"87866",3830,766,3064
"87867",5320,1064,4256
"87868",4645,929,3716
"87869",4500,900,3600
"87870",5230,1046,4184
"87871",4245,849,3396
"87872",4620,924,3696
"87873",4910,982,3928
"87874",6460,1292,5168
"87875",3670,734,2936
"87876",4460,892,3568
"87877",5235,1047,4188
"87878",5665,1133,4532
"87879",6570,1314,5256
"87880",4615,923,3692
"87881",3470,694,2776
"87882",5985,1197,4788
"87883",4280,856,3424
"87884",4325,865,3460
"87885",6050,1210,4840
"87886",4700,940,3760
"87887",3705,741,2964
"87888",4550,910,3640
"87889",4415,883,3532
"87890",4415,883,3532
"87891",4250,850,3400
"87892",6965,1393,5572
"87893",3505,701,2804
"87894",4655,931,3724
"87895",5175,1035,4140
"87896",4990,998,3992
"87897",5415,1083,4332
"87898",4750,950,3800
"87899",5760,1152,4608
"87900",4635,927,3708
"87901",4695,939,3756
"87902",5875,1175,4700
"87903",5160,1032,4128
"87904",4870,974,3896
"87905",4280,856,3424
"87906",4525,905,3620
"87907",4445,889,3556
"87908",6410,1282,5128
"87909",4005,801,3204
"87910",3900,780,3120
"87911",4315,863,3452
"87912",3965,793,3172
"87913",4780,956,3824
"87914",4180,836,3344
"87915",5450,1090,4360
"87916",5340,1068,4272
"87917",4080,816,3264
"87918",4390,878,3512
"87919",3360,672,2688
"87920",4455,891,3564
"87921",6210,1242,4968
"87922",4220,844,3376
"87923",4490,898,3592
"87924",5065,1013,4052
"87925",4165,833,3332
"87926",7360,1472,5888
"87927",5370,1074,4296
"87928",4380,876,3504
"87929",4910,982,3928
"87930",4705,941,3764
"87931",4275,855,3420
"87932",4055,811,3244
"87933",4685,937,3748
"87934",4620,924,3696
"87935",4720,944,3776
"87936",3945,789,3156
"87937",6105,1221,4884
"87938",4320,864,3456
"87939",4045,809,3236
"87940",4425,885,3540
"87941",3620,724,2896
"87942",6235,1247,4988
"87943",4270,854,3416
"87944",8355,1671,6684
"87945",3780,756,3024
"87946",4275,855,3420
"87947",4215,843,3372
"87948",5095,1019,4076
"87949",4735,947,3788
"87950",4110,822,3288
"87951",5605,1121,4484
"87952",6490,1298,5192
"87953",3705,741,2964
"87954",3170,634,2536
"87955",4275,855,3420
"87956",4420,884,3536
"87957",5250,1050,4200
"87958",4310,862,3448
"87959",5965,1193,4772
"87960",5695,1139,4556
"87961",6150,1230,4920
"87962",4250,850,3400
"87963",5280,1056,4224
"87964",3600,720,2880
"87965",4735,947,3788
"87966",4330,866,3464
"87967",4330,866,3464
"87968",5365,1073,4292
"87969",6235,1247,4988
"87970",4175,835,3340
"87971",4000,800,3200
"87972",3945,789,3156
"87973",4505,901,3604
"87974",4115,823,3292
"87975",4620,924,3696
"87976",5035,1007,4028
"87977",4405,881,3524
"87978",5200,1040,4160
"87979",5300,1060,4240
"87980",4225,845,3380
"87981",3850,770,3080
"87982",5315,1063,4252
"87983",5845,1169,4676
"87984",5115,1023,4092
"87985",4670,934,3736
"87986",4835,967,3868
"87987",4125,825,3300
"87988",5010,1002,4008
"87989",3665,733,2932
"87990",6105,1221,4884
"87991",5590,1118,4472
"87992",4510,902,3608
"87993",3985,797,3188
"87994",3960,792,3168
"87995",6195,1239,4956
"87996",6375,1275,5100
"87997",5885,1177,4708
"87998",3600,720,2880
"87999",4985,997,3988
"88000",4665,933,3732
"88001",3905,781,3124
"88002",5055,1011,4044
"88003",4265,853,3412
"88004",4440,888,3552
"88005",3980,796,3184
"88006",4140,828,3312
"88007",6835,1367,5468
"88008",3340,668,2672
"88009",4690,938,3752
"88010",4265,853,3412
"88011",4780,956,3824
"88012",3635,727,2908
"88013",6650,1330,5320
"88014",5110,1022,4088
"88015",5415,1083,4332
"88016",4600,920,3680
"88017",5560,1112,4448
"88018",4095,819,3276
"88019",4325,865,3460
"88020",4280,856,3424
"88021",4120,824,3296
"88022",4485,897,3588
"88023",4860,972,3888
"88024",5415,1083,4332
"88025",4240,848,3392
"88026",4330,866,3464
"88027",5250,1050,4200
"88028",4250,850,3400
"88029",4105,821,3284
"88030",4210,842,3368
"88031",4300,860,3440
"88032",4900,980,3920
"88033",4400,880,3520
"88034",3750,750,3000
"88035",4135,827,3308
"88036",5310,1062,4248
"88037",5415,1083,4332
"88038",4815,963,3852
"88039",4870,974,3896
"88040",5045,1009,4036
"88041",5060,1012,4048
"88042",4845,969,3876
"88043",3640,728,2912
"88044",3920,784,3136
"88045",4305,861,3444
"88046",4865,973,3892
"88047",5380,1076,4304
"88048",4675,935,3740
"88049",5190,1038,4152
"88050",3400,680,2720
"88051",4115,823,3292
"88052",4105,821,3284
"88053",5390,1078,4312
"88054",3960,792,3168
"88055",4460,892,3568
"88056",4545,909,3636
"88057",4675,935,3740
"88058",4940,988,3952
"88059",5290,1058,4232
"88060",4415,883,3532
"88061",4865,973,3892
"88062",3540,708,2832
"88063",4590,918,3672
"88064",4285,857,3428
"88065",5995,1199,4796
"88066",4160,832,3328
"88067",5535,1107,4428
"88068",3560,712,2848
"88069",6000,1200,4800
"88070",4715,943,3772
"88071",3875,775,3100
"88072",5840,1168,4672
"88073",5470,1094,4376
"88074",4875,975,3900
"88075",5345,1069,4276
"88076",6050,1210,4840
"88077",4025,805,3220
"88078",3670,734,2936
"88079",4715,943,3772
"88080",4395,879,3516
"88081",5605,1121,4484
"88082",4680,936,3744
"88083",4480,896,3584
"88084",7590,1518,6072
"88085",4115,823,3292
"88086",3765,753,3012
"88087",4815,963,3852
"88088",6765,1353,5412
"88089",5180,1036,4144
"88090",4850,970,3880
"88091",4615,923,3692
"88092",3905,781,3124
"88093",4365,873,3492
"88094",5805,1161,4644
"88095",4445,889,3556
"88096",4260,852,3408
"88097",3825,765,3060
"88098",5790,1158,4632
"88099",4175,835,3340
"88100",4060,812,3248
"88101",4045,809,3236
"88102",4385,877,3508
"88103",4540,908,3632
"88104",4975,995,3980
"88105",4890,978,3912
"88106",3750,750,3000
"88107",4020,804,3216
"88108",4090,818,3272
"88109",3925,785,3140
"88110",5030,1006,4024
"88111",3970,794,3176
"88112",5215,1043,4172
"88113",5470,1094,4376
"88114",3415,683,2732
"88115",4320,864,3456
"88116",5105,1021,4084
"88117",5410,1082,4328
"88118",3755,751,3004
"88119",4225,845,3380
"88120",3725,745,2980
"88121",6725,1345,5380
"88122",3960,792,3168
"88123",4910,982,3928
"88124",5475,1095,4380
"88125",4090,818,3272
"88126",5460,1092,4368
"88127",5525,1105,4420
"88128",5810,1162,4648
"88129",5650,1130,4520
"88130",5015,1003,4012
"88131",3530,706,2824
"88132",3710,742,2968
"88133",3845,769,3076
"88134",4655,931,3724
"88135",5390,1078,4312
"88136",5405,1081,4324
"88137",4380,876,3504
"88138",4780,956,3824
"88139",4515,903,3612
"88140",4030,806,3224
"88141",5685,1137,4548
"88142",5235,1047,4188
"88143",3445,689,2756
"88144",6555,1311,5244
"88145",4380,876,3504
"88146",5175,1035,4140
"88147",5145,1029,4116
"88148",5390,1078,4312
"88149",4920,984,3936
"88150",4350,870,3480
"88151",4910,982,3928
"88152",3965,793,3172
"88153",4005,801,3204
"88154",3795,759,3036
"88155",4995,999,3996
"88156",7045,1409,5636
"88157",4245,849,3396
"88158",3910,782,3128
"88159",5215,1043,4172
"88160",4025,805,3220
"88161",6105,1221,4884
"88162",6005,1201,4804
"88163",5275,1055,4220
"88164",4330,866,3464
"88165",4575,915,3660
"88166",4085,817,3268
"88167",4495,899,3596
"88168",3485,697,2788
"88169",3820,764,3056
"88170",4950,990,3960
"88171",5915,1183,4732
"88172",4315,863,3452
"88173",3790,758,3032
"88174",4115,823,3292
"88175",3585,717,2868
"88176",4285,857,3428
"88177",4205,841,3364
"88178",5695,1139,4556
"88179",4070,814,3256
"88180",5870,1174,4696
"88181",4275,855,3420
"88182",5740,1148,4592
"88183",3545,709,2836
"88184",3865,773,3092
"88185",5540,1108,4432
"88186",3930,786,3144
"88187",6045,1209,4836
"88188",4675,935,3740
"88189",4855,971,3884
"88190",5760,1152,4608
"88191",3915,783,3132
"88192",6030,1206,4824
"88193",4930,986,3944
"88194",5460,1092,4368
"88195",3215,643,2572
"88196",6245,1249,4996
"88197",4200,840,3360
"88198",6525,1305,5220
"88199",5045,1009,4036
"88200",4595,919,3676
"88201",5750,1150,4600
"88202",4225,845,3380
"88203",3665,733,2932
"88204",3785,757,3028
"88205",6560,1312,5248
"88206",5485,1097,4388
"88207",4315,863,3452
"88208",4000,800,3200
"88209",5350,1070,4280
"88210",3380,676,2704
"88211",4075,815,3260
"88212",4895,979,3916
"88213",4590,918,3672
"88214",4775,955,3820
"88215",4920,984,3936
"88216",4035,807,3228
"88217",5105,1021,4084
"88218",3985,797,3188
"88219",4875,975,3900
"88220",4970,994,3976
"88221",4710,942,3768
"88222",4895,979,3916
"88223",4830,966,3864
"88224",4645,929,3716
"88225",5160,1032,4128
"88226",5900,1180,4720
"88227",4635,927,3708
"88228",4360,872,3488
"88229",4540,908,3632
"88230",3815,763,3052
"88231",6650,1330,5320
"88232",4930,986,3944
"88233",4335,867,3468
"88234",6775,1355,5420
"88235",3935,787,3148
"88236",5590,1118,4472
"88237",3720,744,2976
"88238",5725,1145,4580
"88239",4650,930,3720
"88240",3785,757,3028
"88241",5235,1047,4188
"88242",6245,1249,4996
"88243",4945,989,3956
"88244",4295,859,3436
"88245",7120,1424,5696
"88246",3865,773,3092
"88247",3990,798,3192
"88248",4990,998,3992
"88249",3675,735,2940
"88250",3750,750,3000
"88251",3680,736,2944
"88252",5040,1008,4032
"88253",4555,911,3644
"88254",4365,873,3492
"88255",5470,1094,4376
"88256",4475,895,3580
"88257",4500,900,3600
"88258",4560,912,3648
"88259",5470,1094,4376
"88260",4640,928,3712
"88261",4050,810,3240
"88262",4540,908,3632
"88263",5200,1040,4160
"88264",5760,1152,4608
"88265",4185,837,3348
"88266",5685,1137,4548
"88267",4390,878,3512
"88268",4990,998,3992
"88269",5030,1006,4024
"88270",6020,1204,4816
"88271",4655,931,3724
"88272",3340,668,2672
"88273",6190,1238,4952
"88274",6385,1277,5108
"88275",6345,1269,5076
"88276",4120,824,3296
"88277",4460,892,3568
"88278",4680,936,3744
"88279",4965,993,3972
"88280",3775,755,3020
"88281",3575,715,2860
"88282",3990,798,3192
"88283",5230,1046,4184
"88284",4600,920,3680
"88285",3810,762,3048
"88286",5095,1019,4076
"88287",3665,733,2932
"88288",3820,764,3056
"88289",4500,900,3600
"88290",3845,769,3076
"88291",6140,1228,4912
"88292",3815,763,3052
"88293",3930,786,3144
"88294",4420,884,3536
"88295",6150,1230,4920
"88296",4810,962,3848
"88297",3645,729,2916
"88298",4470,894,3576
"88299",3810,762,3048
"88300",4645,929,3716
"88301",4680,936,3744
"88302",4570,914,3656
"88303",3985,797,3188
"88304",4145,829,3316
"88305",4410,882,3528
"88306",4170,834,3336
"88307",4905,981,3924
"88308",5590,1118,4472
"88309",5350,1070,4280
"88310",4565,913,3652
"88311",5020,1004,4016
"88312",5550,1110,4440
"88313",5395,1079,4316
"88314",5490,1098,4392
"88315",4475,895,3580
"88316",4800,960,3840
"88317",3355,671,2684
"88318",4545,909,3636
"88319",4290,858,3432
"88320",5480,1096,4384
"88321",4025,805,3220
"88322",3540,708,2832
"88323",5940,1188,4752
"88324",4660,932,3728
"88325",4250,850,3400
"88326",5790,1158,4632
"88327",4725,945,3780
"88328",3690,738,2952
"88329",4375,875,3500
"88330",4620,924,3696
"88331",4540,908,3632
"88332",5180,1036,4144
"88333",4510,902,3608
"88334",3775,755,3020
"88335",4935,987,3948
"88336",5390,1078,4312
"88337",4645,929,3716
"88338",5380,1076,4304
"88339",4945,989,3956
"88340",4850,970,3880
"88341",4735,947,3788
"88342",4260,852,3408
"88343",4170,834,3336
"88344",4375,875,3500
"88345",5645,1129,4516
"88346",5090,1018,4072
"88347",4090,818,3272
"88348",3930,786,3144
"88349",5155,1031,4124
"88350",4905,981,3924
"88351",4335,867,3468
"88352",3390,678,2712
"88353",4935,987,3948
"88354",4855,971,3884
"88355",6305,1261,5044
"88356",4900,980,3920
"88357",4135,827,3308
"88358",5715,1143,4572
"88359",3985,797,3188
"88360",3810,762,3048
"88361",4080,816,3264
"88362",3875,775,3100
"88363",4050,810,3240
"88364",5475,1095,4380
"88365",4185,837,3348
"88366",3895,779,3116
"88367",4085,817,3268
"88368",5130,1026,4104
"88369",4835,967,3868
"88370",5130,1026,4104
"88371",4095,819,3276
"88372",3895,779,3116
"88373",5390,1078,4312
"88374",4465,893,3572
"88375",3945,789,3156
"88376",4865,973,3892
"88377",4830,966,3864
"88378",5290,1058,4232
"88379",5150,1030,4120
"88380",5205,1041,4164
"88381",3630,726,2904
"88382",4810,962,3848
"88383",4700,940,3760
"88384",4505,901,3604
"88385",4255,851,3404
"88386",4285,857,3428
"88387",4765,953,3812
"88388",5615,1123,4492
"88389",3995,799,3196
"88390",3685,737,2948
"88391",3965,793,3172
"88392",4305,861,3444
"88393",4500,900,3600
"88394",3665,733,2932
"88395",3875,775,3100
"88396",4020,804,3216
"88397",4125,825,3300
"88398",4605,921,3684
"88399",4285,857,3428
"88400",4625,925,3700
"88401",4050,810,3240
"88402",5295,1059,4236
"88403",5045,1009,4036
"88404",5030,1006,4024
"88405",4050,810,3240
"88406",5390,1078,4312
"88407",3360,672,2688
"88408",5235,1047,4188
"88409",5500,1100,4400
"88410",4760,952,3808
"88411",6850,1370,5480
"88412",4675,935,3740
"88413",4285,857,3428
"88414",3535,707,2828
"88415",6075,1215,4860
"88416",5165,1033,4132
"88417",4285,857,3428
"88418",4545,909,3636
"88419",4420,884,3536
"88420",5695,1139,4556
"88421",4225,845,3380
"88422",4465,893,3572
"88423",5490,1098,4392
"88424",4795,959,3836
"88425",5140,1028,4112
"88426",4650,930,3720
"88427",3925,785,3140
"88428",4555,911,3644
"88429",4205,841,3364
"88430",4915,983,3932
"88431",4605,921,3684
"88432",4715,943,3772
"88433",4040,808,3232
"88434",4410,882,3528
"88435",5380,1076,4304
"88436",4210,842,3368
"88437",5055,1011,4044
"88438",5260,1052,4208
"88439",4705,941,3764
"88440",3785,757,3028
"88441",4140,828,3312
"88442",5395,1079,4316
"88443",3980,796,3184
"88444",4370,874,3496
"88445",4170,834,3336
"88446",4065,813,3252
"88447",4625,925,3700
"88448",4070,814,3256
"88449",4620,924,3696
"88450",4345,869,3476
"88451",4165,833,3332
"88452",4905,981,3924
"88453",6760,1352,5408
"88454",5590,1118,4472
"88455",5650,1130,4520
"88456",4895,979,3916
"88457",4030,806,3224
"88458",4860,972,3888
"88459",4300,860,3440
"88460",4510,902,3608
"88461",4695,939,3756
"88462",4945,989,3956
"88463",4640,928,3712
"88464",3785,757,3028
"88465",4560,912,3648
"88466",5860,1172,4688
"88467",4850,970,3880
"88468",3255,651,2604
"88469",3885,777,3108
"88470",4015,803,3212
"88471",4440,888,3552
"88472",5420,1084,4336
"88473",3890,778,3112
"88474",5805,1161,4644
"88475",3625,725,2900
"88476",4595,919,3676
"88477",4380,876,3504
"88478",4620,924,3696
"88479",5210,1042,4168
"88480",5540,1108,4432
"88481",5775,1155,4620
"88482",4525,905,3620
"88483",4350,870,3480
"88484",4205,841,3364
"88485",6985,1397,5588
"88486",4535,907,3628
"88487",5020,1004,4016
"88488",4565,913,3652
"88489",4100,820,3280
"88490",4070,814,3256
"88491",3660,732,2928
"88492",5740,1148,4592
"88493",5880,1176,4704
"88494",5605,1121,4484
"88495",4900,980,3920
"88496",5360,1072,4288
"88497",4605,921,3684
"88498",3775,755,3020
"88499",6925,1385,5540
"88500",4270,854,3416
"88501",4405,881,3524
"88502",6410,1282,5128
"88503",3965,793,3172
"88504",5750,1150,4600
"88505",4755,951,3804
"88506",4950,990,3960
"88507",7070,1414,5656
"88508",4585,917,3668
"88509",6000,1200,4800
"88510",4705,941,3764
"88511",4510,902,3608
"88512",4455,891,3564
"88513",4725,945,3780
"88514",4290,858,3432
"88515",7185,1437,5748
"88516",3950,790,3160
"88517",7995,1599,6396
"88518",4655,931,3724
"88519",5255,1051,4204
"88520",4580,916,3664
"88521",4905,981,3924
"88522",4740,948,3792
"88523",6295,1259,5036
"88524",4545,909,3636
"88525",4685,937,3748
"88526",4275,855,3420
"88527",4715,943,3772
"88528",3835,767,3068
"88529",3955,791,3164
"88530",5650,1130,4520
"88531",5155,1031,4124
"88532",5510,1102,4408
"88533",4705,941,3764
"88534",4105,821,3284
"88535",4805,961,3844
"88536",4890,978,3912
"88537",4190,838,3352
"88538",4370,874,3496
"88539",5085,1017,4068
"88540",4110,822,3288
"88541",4905,981,3924
"88542",4245,849,3396
"88543",4965,993,3972
"88544",4185,837,3348
"88545",5685,1137,4548
"88546",4080,816,3264
"88547",3195,639,2556
"88548",4850,970,3880
"88549",5685,1137,4548
"88550",5895,1179,4716
"88551",4890,978,3912
"88552",3550,710,2840
"88553",4660,932,3728
"88554",6690,1338,5352
"88555",3765,753,3012
"88556",4250,850,3400
"88557",4045,809,3236
"88558",3535,707,2828
"88559",3635,727,2908
"88560",5315,1063,4252
"88561",5470,1094,4376
"88562",4155,831,3324
"88563",5400,1080,4320
"88564",5565,1113,4452
"88565",4510,902,3608
"88566",5755,1151,4604
"88567",4745,949,3796
"88568",3955,791,3164
"88569",4335,867,3468
"88570",5565,1113,4452
"88571",6185,1237,4948
"88572",4150,830,3320
"88573",3795,759,3036
"88574",5085,1017,4068
"88575",4115,823,3292
"88576",3200,640,2560
"88577",7415,1483,5932
"88578",3475,695,2780
"88579",4835,967,3868
"88580",5545,1109,4436
"88581",4800,960,3840
"88582",3510,702,2808
"88583",4855,971,3884
"88584",4240,848,3392
"88585",3575,715,2860
"88586",4780,956,3824
"88587",4110,822,3288
"88588",4230,846,3384
"88589",4320,864,3456
"88590",4185,837,3348
"88591",4090,818,3272
"88592",4975,995,3980
"88593",4580,916,3664
"88594",4800,960,3840
"88595",4100,820,3280
"88596",5215,1043,4172
"88597",4290,858,3432
"88598",5270,1054,4216
"88599",6800,1360,5440
"88600",5675,1135,4540
"88601",3720,744,2976
"88602",4960,992,3968
"88603",5065,1013,4052
"88604",3795,759,3036
"88605",6335,1267,5068
"88606",5020,1004,4016
"88607",5220,1044,4176
"88608",4940,988,3952
"88609",7300,1460,5840
"88610",4015,803,3212
"88611",4995,999,3996
"88612",5290,1058,4232
"88613",5810,1162,4648
"88614",3930,786,3144
"88615",4840,968,3872
"88616",3490,698,2792
"88617",4205,841,3364
"88618",4660,932,3728
"88619",4530,906,3624
"88620",3980,796,3184
"88621",5380,1076,4304
"88622",6195,1239,4956
"88623",5845,1169,4676
"88624",4470,894,3576
"88625",4510,902,3608
"88626",3745,749,2996
"88627",5600,1120,4480
"88628",4630,926,3704
"88629",4760,952,3808
"88630",5365,1073,4292
"88631",5000,1000,4000
"88632",3615,723,2892
"88633",5940,1188,4752
"88634",4180,836,3344
"88635",5005,1001,4004
"88636",4165,833,3332
"88637",4800,960,3840
"88638",5005,1001,4004
"88639",5050,1010,4040
"88640",4235,847,3388
"88641",4115,823,3292
"88642",4845,969,3876
"88643",4610,922,3688
"88644",5100,1020,4080
"88645",4800,960,3840
"88646",7025,1405,5620
"88647",4715,943,3772
"88648",5240,1048,4192
"88649",4185,837,3348
"88650",4230,846,3384
"88651",3780,756,3024
"88652",4260,852,3408
"88653",5505,1101,4404
"88654",3970,794,3176
"88655",3535,707,2828
"88656",5790,1158,4632
"88657",4720,944,3776
"88658",6320,1264,5056
"88659",3960,792,3168
"88660",5645,1129,4516
"88661",6280,1256,5024
"88662",5290,1058,4232
"88663",5040,1008,4032
"88664",5670,1134,4536
"88665",4960,992,3968
"88666",4900,980,3920
"88667",3805,761,3044
"88668",6710,1342,5368
"88669",5240,1048,4192
"88670",8310,1662,6648
"88671",3730,746,2984
"88672",3700,740,2960
"88673",4370,874,3496
"88674",4780,956,3824
"88675",3665,733,2932
"88676",4410,882,3528
"88677",3860,772,3088
"88678",4210,842,3368
"88679",4575,915,3660
"88680",4715,943,3772
"88681",4595,919,3676
"88682",3555,711,2844
"88683",4435,887,3548
"88684",4435,887,3548
"88685",4200,840,3360
"88686",4015,803,3212
"88687",4705,941,3764
"88688",3470,694,2776
"88689",4190,838,3352
"88690",4605,921,3684
"88691",4745,949,3796
"88692",6390,1278,5112
"88693",5020,1004,4016
"88694",5615,1123,4492
"88695",5025,1005,4020
"88696",4905,981,3924
"88697",5305,1061,4244
"88698",4845,969,3876
"88699",4295,859,3436
"88700",3940,788,3152
"88701",4335,867,3468
"88702",4430,886,3544
"88703",3685,737,2948
"88704",4445,889,3556
"88705",4825,965,3860
"88706",3865,773,3092
"88707",6265,1253,5012
"88708",5235,1047,4188
"88709",3600,720,2880
"88710",4320,864,3456
"88711",4455,891,3564
"88712",4265,853,3412
"88713",4240,848,3392
"88714",4205,841,3364
"88715",4680,936,3744
"88716",4130,826,3304
"88717",3810,762,3048
"88718",3780,756,3024
"88719",5605,1121,4484
"88720",4305,861,3444
"88721",5685,1137,4548
"88722",4910,982,3928
"88723",4185,837,3348
"88724",6220,1244,4976
"88725",3715,743,2972
"88726",5815,1163,4652
"88727",3995,799,3196
"88728",4790,958,3832
"88729",5200,1040,4160
"88730",5905,1181,4724
"88731",4345,869,3476
"88732",6560,1312,5248
"88733",5280,1056,4224
"88734",3600,720,2880
"88735",5030,1006,4024
"88736",5900,1180,4720
"88737",5975,1195,4780
"88738",4925,985,3940
"88739",4000,800,3200
"88740",4105,821,3284
"88741",5035,1007,4028
"88742",4115,823,3292
"88743",4385,877,3508
"88744",3905,781,3124
"88745",3870,774,3096
"88746",4510,902,3608
"88747",3870,774,3096
"88748",4135,827,3308
"88749",4350,870,3480
"88750",4115,823,3292
"88751",3645,729,2916
"88752",5210,1042,4168
"88753",4710,942,3768
"88754",4210,842,3368
"88755",5260,1052,4208
"88756",4370,874,3496
"88757",4590,918,3672
"88758",4415,883,3532
"88759",3590,718,2872
"88760",3995,799,3196
"88761",4735,947,3788
"88762",4165,833,3332
"88763",5095,1019,4076
"88764",4210,842,3368
"88765",5550,1110,4440
"88766",4325,865,3460
"88767",6095,1219,4876
"88768",4130,826,3304
"88769",4670,934,3736
"88770",6160,1232,4928
"88771",5180,1036,4144
"88772",4375,875,3500
"88773",4475,895,3580
"88774",5700,1140,4560
"88775",4555,911,3644
"88776",4350,870,3480
"88777",4005,801,3204
"88778",4625,925,3700
"88779",5145,1029,4116
"88780",4450,890,3560
"88781",5160,1032,4128
"88782",5425,1085,4340
"88783",4705,941,3764
"88784",4260,852,3408
"88785",6725,1345,5380
"88786",4610,922,3688
"88787",4135,827,3308
"88788",4035,807,3228
"88789",3575,715,2860
"88790",3625,725,2900
"88791",4655,931,3724
"88792",3530,706,2824
"88793",4350,870,3480
"88794",5525,1105,4420
"88795",4955,991,3964
"88796",4045,809,3236
"88797",3410,682,2728
"88798",4820,964,3856
"88799",5215,1043,4172
"88800",4090,818,3272
"88801",4055,811,3244
"88802",4465,893,3572
"88803",4540,908,3632
"88804",3685,737,2948
"88805",6100,1220,4880
"88806",4400,880,3520
"88807",4945,989,3956
"88808",4280,856,3424
"88809",4400,880,3520
"88810",5355,1071,4284
"88811",4960,992,3968
"88812",4405,881,3524
"88813",3575,715,2860
"88814",5770,1154,4616
"88815",6980,1396,5584
"88816",5250,1050,4200
"88817",4830,966,3864
"88818",5450,1090,4360
"88819",4745,949,3796
"88820",4170,834,3336
"88821",4115,823,3292
"88822",4630,926,3704
"88823",4230,846,3384
"88824",3970,794,3176
"88825",5930,1186,4744
"88826",4410,882,3528
"88827",8100,1620,6480
"88828",4630,926,3704
"88829",5950,1190,4760
"88830",4890,978,3912
"88831",6900,1380,5520
"88832",6475,1295,5180
"88833",5475,1095,4380
"88834",4710,942,3768
"88835",5175,1035,4140
"88836",3835,767,3068
"88837",5145,1029,4116
"88838",5085,1017,4068
"88839",3785,757,3028
"88840",4845,969,3876
"88841",5615,1123,4492
"88842",7305,1461,5844
"88843",4715,943,3772
"88844",3570,714,2856
"88845",3735,747,2988
"88846",4000,800,3200
"88847",4715,943,3772
"88848",4810,962,3848
"88849",4440,888,3552
"88850",5130,1026,4104
"88851",4020,804,3216
"88852",3870,774,3096
"88853",4015,803,3212
"88854",6750,1350,5400
"88855",4070,814,3256
"88856",3935,787,3148
"88857",4005,801,3204
"88858",5085,1017,4068
"88859",5610,1122,4488
"88860",4940,988,3952
"88861",4300,860,3440
"88862",5390,1078,4312
"88863",4290,858,3432
"88864",8125,1625,6500
"88865",4360,872,3488
"88866",4340,868,3472
"88867",6230,1246,4984
"88868",5945,1189,4756
"88869",4150,830,3320
"88870",4520,904,3616
"88871",5785,1157,4628
"88872",5925,1185,4740
"88873",5310,1062,4248
"88874",4230,846,3384
"88875",5030,1006,4024
"88876",4420,884,3536
"88877",5445,1089,4356
"88878",5420,1084,4336
"88879",5800,1160,4640
"88880",3860,772,3088
"88881",4885,977,3908
"88882",4630,926,3704
"88883",5110,1022,4088
"88884",4855,971,3884
"88885",3730,746,2984
"88886",5600,1120,4480
"88887",4735,947,3788
"88888",4315,863,3452
"88889",4385,877,3508
"88890",5065,1013,4052
"88891",5950,1190,4760
"88892",6825,1365,5460
"88893",5805,1161,4644
"88894",5175,1035,4140
"88895",4240,848,3392
"88896",5920,1184,4736
"88897",5010,1002,4008
"88898",3965,793,3172
"88899",5250,1050,4200
"88900",4280,856,3424
"88901",4900,980,3920
"88902",3855,771,3084
